country_name,country_code_2,country_code_3,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Kenya,KE,KEN,7695307,7987770,8299308,8627971,8973535,9338078,9717816,10111057,10518823,10939695,11368791,11788904,12206060,12634835,13070078,13511671,13957623,14428819,14934126,15460666,16018459,16601507,17206175,17846374,18514906,19201768,19901646,20616096,21356219,22118434,22892651,23646514,24382460,25117188,25857130,26601751,27344211,28101768,28888057,29733408,30642890,31619170,32629808,33652223,34713455,35796484,36904008,38036349,39206351,40408891,41598567,42758461,43888303,44986791,46051440,47088526,48139687,49197766,50207107,51202827,52217334,53219166,54252461,55339003,56432944
Kiribati,KI,KIR,47157,48323,49538,50791,52088,53439,54425,54996,55529,56360,57510,58652,59778,60824,61219,60987,60661,60267,59864,60172,61148,62121,63134,64169,65228,66496,68059,69733,71427,73147,74855,76367,77641,78841,80021,81234,82623,84147,85657,87126,88613,90335,92264,94175,96085,98035,100017,102068,104222,106467,108704,110647,112284,113838,115326,116815,118478,120275,122084,123921,126099,128377,130469,132530,134518
North Korea,KP,PRK,11722953,11990713,12262882,12567057,12889770,13219369,13569094,13958350,14365596,14767615,15172775,15572457,15975069,16350367,16673121,16971055,17243450,17492798,17735995,17983470,18236786,18501295,18776357,19054034,19335043,19620388,19910855,20205483,20503161,20804367,21112137,21428638,21750911,22073352,22393975,22669304,22895746,23110830,23311564,23497599,23665910,23815358,23943973,24090380,24254943,24396433,24524507,24646383,24764618,24878332,24987258,25097874,25211728,25329451,25451262,25575350,25698326,25817709,25931147,26037632,26136312,26232534,26328845,26418204,26498823
South Korea,KR,KOR,25012374,25765673,26513030,27261747,27984155,28704674,29435571,30130983,30838302,31544266,32240827,32882704,33505406,34103149,34692266,35280725,35848523,36411795,36969185,37534236,38123775,38723248,39326352,39910403,40405956,40805744,41213674,41621690,42031247,42449038,42869283,43295704,43747962,44194628,44641540,45092991,45524681,45953580,46286503,46616677,47008111,47370164,47644736,47892330,48082519,48184561,48438292,48683638,49054708,49307835,49554112,49936638,50199853,50428893,50746659,51014947,51217803,51361911,51585058,51764822,51836239,51769539,51672569,51712619,51751065
Kuwait,KW,KWT,311060,345945,384995,427694,473115,521174,572590,628089,687716,749452,809114,865076,920352,977654,1038346,1104863,1178711,1258023,1340319,1423514,1504782,1583426,1662480,1744295,1820688,1894242,1972520,2052994,2134707,2217468,1684819,1351399,1634961,1672151,1664361,1681513,1730246,1787683,1844302,1900030,1954709,2008121,2059974,2109881,2157320,2236788,2364733,2507887,2651421,2795484,2943372,3132814,3337109,3507844,3665876,3834574,4004096,4154812,4323515,4442316,4400267,4360865,4589643,4853420,4973861
Kyrgyzstan,KG,KGZ,2172300,2255900,2333400,2413700,2495300,2573300,2655300,2736500,2818300,2894800,2959900,3022300,3088200,3153800,3223900,3292400,3358700,3423900,3487100,3552000,3617400,3685800,3759300,3838300,3916400,3990300,4066500,4144600,4218400,4307500,4391236,4463634,4515400,4516777,4515069,4560454,4628438,4696421,4769015,4840422,4898362,4945073,4990704,5043308,5104713,5162640,5218373,5268385,5318729,5389643,5467059,5546587,5652076,5777150,5905848,6040036,6175338,6306696,6444079,6590211,6726596,6851224,6975220,7099750,7224614
Laos,LA,LAO,2121514,2169796,2219910,2271061,2322826,2376200,2431084,2487715,2546377,2606959,2669702,2734628,2801660,2870573,2939761,3005521,3064876,3118923,3171740,3228202,3292573,3366631,3450026,3541001,3637843,3739985,3846715,3957612,4072601,4190974,4311955,4435118,4559646,4685060,4809220,4929409,5045678,5152011,5248266,5340784,5431212,5521482,5610889,5697945,5781626,5869523,5963200,6056236,6148969,6241642,6334194,6426590,6518978,6611385,6703172,6801645,6908802,7018147,7128045,7237636,7346533,7453194,7559007,7664993,7769819
Latvia,LV,LVA,2120979,2152681,2181586,2210919,2240623,2265919,2283217,2301220,2323619,2343173,2359164,2376389,2395674,2415819,2437186,2456130,2470989,2485073,2497921,2505953,2511701,2519421,2531080,2546011,2562047,2578873,2599892,2626583,2653434,2666955,2663151,2650581,2614338,2563290,2520742,2485056,2457222,2432851,2410019,2390482,2367550,2337170,2310173,2287955,2263122,2238799,2218357,2200325,2177322,2141669,2097555,2059709,2034319,2012647,1993782,1977527,1959537,1942248,1927174,1913822,1900449,1884490,1879383,1877445,1862441
Lebanon,LB,LBN,1794406,1850084,1909578,1970316,2030543,2088831,2148260,2206731,2266368,2328159,2386114,2446314,2509729,2572935,2635185,2693191,2726469,2762155,2822682,2882635,2944763,3008981,3054931,3094996,3152744,3217376,3300365,3385555,3454649,3525285,3595175,3668912,3747371,3820647,3889799,3960735,4034781,4108405,4181281,4255277,4329340,4401918,4463504,4525508,4599279,4671102,4751136,4844118,4925354,4992287,5041288,5096020,5235742,5743436,6346990,6472469,6323060,6160128,5984119,5794594,5702398,5718122,5744489,5773493,5805962
Lesotho,LS,LSO,736500,758824,781814,805373,829437,854090,881870,913982,948105,983202,1019273,1056246,1094063,1132697,1172420,1213643,1253214,1289967,1327240,1366169,1406521,1448069,1490732,1534413,1578986,1624379,1666138,1703390,1739841,1775436,1809696,1842379,1873274,1901793,1927707,1951437,1972418,1988130,1998049,2003234,2003913,2000853,1994679,1985059,1971129,1953076,1945063,1953268,1966541,1980883,1996251,2014009,2034354,2056504,2080089,2104611,2130422,2157110,2183603,2209405,2235727,2261542,2286110,2311472,2337423
Liberia,LR,LBR,1139522,1167717,1197039,1227414,1258745,1291156,1324383,1358435,1393530,1429605,1466676,1504077,1542670,1583588,1626362,1670913,1717060,1766019,1818247,1872713,1929253,1986867,2045073,2107113,2173312,2240539,2308511,2377229,2446941,2517858,2223667,1956518,2072461,2155126,2149928,2169162,2232289,2412989,2670124,2821684,2928117,3015338,3094782,3119532,3156892,3301015,3490787,3669050,3821003,3943028,4058890,4221178,4373043,4470239,4564293,4659431,4755608,4848925,4944726,5043721,5149463,5259323,5373294,5493031,5612817
Libya,LY,LBY,1492890,1555699,1621960,1690457,1753691,1804015,1849063,1898199,1952781,2014293,2082589,2153534,2226091,2314193,2432211,2571556,2721237,2881533,3052526,3233846,3424378,3621486,3724765,3718961,3773633,3898745,4017403,4129739,4237755,4342920,4445239,4544400,4640352,4733045,4822037,4906843,4987393,5064639,5140704,5218038,5305021,5403639,5508410,5619398,5736693,5858798,5980211,6104380,6235430,6366686,6497839,6343203,6179328,6304628,6427252,6531819,6632126,6738770,6849055,6951033,7045399,7135175,7223805,7305659,7381023
Liechtenstein,LI,LIE,16451,16877,17443,18093,18755,19195,19610,20175,20835,21084,21140,21600,22132,22785,23451,23846,24058,24442,25028,25575,25512,25673,26255,26446,26596,26878,27238,27557,27948,28317,28742,29209,29627,30089,30470,30776,31033,31232,31668,32221,32645,33194,33694,34079,34447,34753,35037,35262,35473,35742,36022,36312,36657,36984,37248,37494,37716,37962,38246,38563,38901,39182,39493,39850,40197
Lithuania,LT,LTU,2778550,2823550,2863350,2898950,2935200,2971450,3008050,3044400,3078850,3107321,3139689,3179041,3213622,3244438,3273894,3301652,3328664,3355036,3379514,3397842,3413202,3432947,3457179,3485192,3514205,3544543,3578914,3616367,3655049,3684255,3697838,3704134,3700114,3682613,3657144,3629102,3601613,3575137,3549331,3524238,3499536,3470818,3443067,3415213,3377075,3322528,3269909,3231294,3198231,3162916,3097282,3028115,2989139,2961250,2937253,2911109,2877325,2842639,2819200,2811089,2810369,2808380,2831639,2871585,2888055
Luxembourg,LU,LUX,313970,316845,320750,324100,327750,331500,333895,334995,335850,337500,339171,342421,346600,350450,355050,358950,360731,361358,362007,362856,364150,365225,365525,365622,365998,366706,368355,370750,373450,377100,381850,387000,392175,397475,402925,408625,414225,419450,424700,430475,436300,441525,446175,451630,458095,465158,472637,479993,488650,497783,506953,518347,530946,543360,556319,569604,582014,596336,607950,620001,630419,640064,653103,666430,677717
Macao,MO,MAC,173315,173323,177810,182135,225655,265631,262942,260423,257933,255306,257396,247400,245050,242800,240550,238200,235600,232950,232400,235200,239650,244800,254650,269300,282850,289700,296050,306850,316000,325100,334950,351650,370900,384000,396800,409300,415100,417300,422300,427400,430600,433900,438400,443600,454700,473500,498900,520900,540700,535000,537000,549600,567900,591900,621700,642900,652500,648400,658900,672000,685400,682500,677300,678800,687000
Madagascar,MG,MDG,5111029,5246158,5384150,5525185,5669863,5819116,5974279,6136486,6306493,6484716,6672003,6868868,7074398,7288048,7509726,7739336,7976831,8222240,8475864,8737581,9006032,9279011,9557671,9843044,10134550,10433142,10736857,11047291,11369462,11704998,12055639,12421412,12800870,13197345,13613850,14051275,14510711,14990814,15489364,16000506,16516338,17032939,17549913,18071854,18606608,19159707,19730909,20318583,20923840,21547280,22183340,22822300,23462438,24109290,24764348,25426702,26099952,26788375,27494926,28219554,28953556,29691083,30437261,31195932,31964956
Malawi,MW,MWI,3628134,3715534,3806307,3900506,3997305,4096157,4197926,4303012,4411054,4521184,4633944,4751434,4874475,5003938,5141337,5287367,5443384,5614983,5810132,6028749,6265529,6516454,6778879,7051709,7332810,7620508,7906480,8293174,8753262,9176220,9545852,9844227,10135079,10284024,10164894,10150117,10352228,10562035,10792876,11047804,11315942,11593058,11880440,12181574,12500737,12840031,13198701,13576343,13976417,14395788,14826463,15265022,15709577,16161816,16621538,17085587,17557739,18039715,18528081,19025752,19533888,20047258,20568728,21104482,21655286
Malaysia,MY,MYS,7956197,8164443,8380172,8602160,8828406,9056408,9284688,9507099,9725281,9947597,10178802,10423453,10676835,10935621,11200906,11471914,11750097,12035713,12328157,12627862,12983363,13399203,13832798,14285907,14759009,15252258,15760419,16276737,16796605,17314997,17833171,18342464,18834572,19322664,19820446,20330599,20850087,21375218,21906713,22435531,22967816,23526538,24102477,24679602,25256772,25836071,26417909,26998389,27570059,28124778,28655776,29162039,29662831,30174265,30696137,31232798,31789685,32355644,32910967,33440596,33889558,34282399,34695493,35126298,35557673
Maldives,MV,MDV,91189,93450,95802,98222,100662,104102,108507,112528,116075,119564,123219,127035,130968,134952,138978,143158,147525,151930,156159,160360,164835,169532,174333,179128,184198,190169,196935,203944,210885,217738,224762,231802,238543,244884,250822,256649,262347,267707,272723,277412,282019,286767,291616,296491,301413,306429,313851,324479,336170,348275,360792,373674,386818,400070,413617,428154,443308,458287,473099,487731,502118,516154,524106,525994,527799
Mali,ML,MLI,5402550,5482283,5563917,5646605,5730125,5815487,5902204,5990906,6082979,6177704,6276472,6377944,6483726,6597106,6715436,6837261,6960979,7090979,7229651,7375266,7530515,7692766,7860194,8034400,8208599,8374663,8531277,8681164,8833996,8999938,9178830,9362888,9553540,9754786,9967031,10185365,10407278,10646495,10919573,11227415,11559290,11912158,12288050,12684955,13102409,13538647,13990139,14457775,14940782,15435539,15945198,16469049,16957033,17459615,18020267,18593022,19191289,19813011,20442030,21068405,21713836,22388630,23072640,23769127,24478595
Malta,MT,MLT,326550,325250,323900,322550,321250,318800,315200,311550,307900,304300,302650,302700,302450,302200,301996,304222,305774,306970,310182,313342,316645,318982,325898,330524,330593,336452,342121,344485,347325,350722,354170,363845,367618,371308,374797,377419,379905,382791,385287,387578,390087,393028,395969,398582,401268,403834,405308,406724,409379,412477,414508,416268,420028,424810,433481,444220,454505,467106,483903,503912,515490,518150,531113,552747,574346
Marshall Islands,MH,MHL,14703,15219,15755,16302,16852,17402,17927,18655,19862,21305,22530,23366,23992,24581,25296,26154,27021,27906,28809,29738,30774,32017,33397,34811,36264,37761,39286,40828,42321,43586,44629,45568,46388,47093,47712,48266,48775,49259,49717,50202,50706,51123,51425,51639,51791,51906,51992,52035,52030,52019,52044,51907,51419,50681,49796,48800,47709,46529,45285,44007,42706,41367,40077,38827,37548
Mauritania,MR,MRT,824298,846167,869184,893423,918955,945838,974157,1003843,1034739,1066754,1099806,1133702,1168355,1203838,1240188,1277330,1315336,1353768,1392713,1432758,1474043,1516877,1561176,1606746,1653693,1702107,1751835,1803014,1855859,1903048,1951878,2009738,2088135,2174328,2249454,2312017,2358188,2411306,2474651,2541698,2613441,2678760,2738655,2802046,2868664,2939059,3013660,3093059,3183269,3284448,3390965,3502811,3619034,3734318,3848514,3965959,4086657,4210600,4337685,4467708,4600131,4734874,4875637,5022441,5169395
Mauritius,MU,MUS,680331,680757,700349,718861,736381,753000,768813,783917,798413,812405,826000,839230,852053,864819,878042,892000,906507,921379,933499,949888,966039,980462,992521,1001691,1012221,1020528,1028360,1036082,1043239,1051260,1058775,1070266,1084441,1097374,1112846,1122457,1133996,1148284,1160421,1175267,1186873,1196287,1204621,1213370,1221003,1228254,1233996,1239630,1244121,1247429,1250400,1252404,1255882,1258927,1261208,1262879,1263747,1264887,1265577,1265985,1266014,1266334,1262523,1261041,1259509
Mexico,MX,MEX,36724615,37890118,39129200,40424065,41772049,43174477,44629106,46129608,47668303,49233194,50814953,52412558,54030168,55667284,57320149,58982400,60645512,62308493,63979046,65648865,67300334,68892108,70433260,71971240,73506846,75043414,76585637,78136651,79695531,81247182,82820170,84430572,86044809,87653807,89259205,90862455,92452702,94021207,95575245,97115707,98625552,100099099,101548624,102978515,104394131,105811504,107253666,108774360,110374288,111999721,113623895,115243504,116818208,118343573,119784261,121072306,122251351,123400057,124573711,125762982,126799054,127648148,128613117,129739759,130861007
Micronesia,FM,FSM,43061,44610,46218,47744,49181,50684,52258,53846,55457,57145,58922,60636,62278,63986,65749,67428,69049,70753,72754,75054,77407,79794,82219,84680,87176,89707,92266,94844,97097,99003,100888,102754,104806,107066,109075,110230,110710,111071,111377,111680,112044,112365,112448,112285,111925,111412,110729,109880,108936,107957,107540,107698,107890,108121,108396,108716,109075,109481,109909,110282,110916,111624,112114,112630,113160
Moldova,MD,MDA,2058020,2103327,2147227,2188895,2228000,2265287,2301871,2337695,2373073,2408469,2437590,2460611,2484742,2510584,2538164,2566998,2596491,2626298,2656211,2683035,2708675,2735987,2763101,2791207,2820518,2850787,2883057,2916306,2948891,2970039,2977912,2981566,2980965,2975966,2966745,2953200,2947293,2936413,2935227,2930622,2924668,2918135,2911385,2903198,2896023,2888985,2880967,2874299,2868833,2865213,2862354,2860699,2860324,2859558,2857815,2835978,2803186,2755189,2707203,2664224,2635130,2595809,2528654,2457783,2389275
Monaco,MC,MCO,21808,21901,22078,22385,22686,22941,23131,23230,23437,23831,24229,24576,24862,25072,25235,25500,25895,26273,26605,26892,27122,27293,27561,27960,28356,28731,29093,29446,29781,30084,30358,30625,30887,31136,31375,31609,31837,32063,32267,32410,32455,32447,32422,32374,32307,32210,32057,31837,31836,32364,33163,33946,34711,35447,36128,36757,37276,37678,38154,38109,38050,38527,38931,38956,38631
Mongolia,MN,MNG,977595,1009284,1041444,1071362,1100234,1131177,1163754,1196996,1229930,1262284,1295272,1330071,1366821,1405502,1446050,1488296,1531945,1576245,1619468,1660659,1701335,1742857,1785364,1829092,1874349,1921514,1970965,2022800,2076322,2124185,2098710,2165342,2167790,2165130,2189395,2224945,2259507,2291750,2323809,2356813,2388299,2417751,2449027,2480374,2508412,2536407,2567168,2601850,2643201,2691115,2738622,2786317,2839705,2899011,2963113,3026864,3088856,3148917,3208189,3267673,3327204,3383741,3433748,3481145,3524788
Montenegro,ME,MNE,480579,491140,502558,513409,521753,526327,526419,522796,517481,513340,512407,515449,521785,530220,538902,546487,552562,557576,562065,566888,572608,579445,587001,594506,600884,605398,607711,608144,607413,606571,606372,607105,608516,610170,611389,611712,611003,609520,607662,606001,604950,607389,609828,612267,613353,614261,615025,615875,616969,618294,619428,620345,621418,622587,623744,624651,625353,625982,626438,626753,626590,625053,623591,623529,623831
Morocco,MA,MAR,11624933,11931085,12253092,12577502,12898886,13239171,13597065,13968175,14347899,14734255,15129449,15527225,15924692,16326269,16733842,17150786,17574182,18014756,18477385,18955589,19459943,19985401,20520318,21060696,21593778,22113953,22600803,23054392,23500524,23939414,24375551,24799014,25212468,25614586,26000822,26399429,26808107,27213337,27621648,28027179,28423435,28814643,29198142,29571415,29953018,30358144,30771178,31186468,31606767,32030778,32467016,32912588,33355241,33787571,34204780,34607588,35023457,35446392,35839760,36210898,36584208,36954442,37329064,37712505,38081173
Mozambique,MZ,MOZ,6713695,6834936,6969364,7109828,7255061,7406421,7562990,7724550,7892613,8066951,8250506,8456317,8692935,8954242,9236093,9540817,9867209,10224975,10618250,11028809,11336221,11568127,11824370,12073822,12315954,12548949,12770578,12822574,12800558,12906842,13094537,13352090,13613316,14051192,15033853,15960530,16492480,16949982,17340464,17734506,18129653,18537729,18958338,19392475,19840313,20304569,20787087,21287635,21819036,22391745,22999235,23649039,24337846,25051611,25788475,26547572,27337105,28166393,29018644,29884380,30783688,31707800,32656246,33635160,34631766
Myanmar,MM,MMR,21730250,22210581,22704719,23213408,23737315,24279431,24836496,25406429,25989662,26585112,27193016,27807219,28428324,29026388,29598167,30176565,30758811,31355966,31972976,32596550,33227204,33858783,34482965,35162715,35899313,36622827,37314878,37971594,38600927,39214618,39817251,40394154,40950342,41502429,42055143,42605338,43154860,43708798,44257793,44787724,45290841,45771139,46232653,46667192,47068772,47438365,47785135,48125043,48390793,48660459,49024382,49419820,49837446,50262658,50681634,51089056,51495696,51894938,52272247,52640713,53016522,53387102,53756787,54133798,54500091
Namibia,NA,NAM,591465,603067,615759,629589,644530,660558,677655,696045,715542,736120,757868,780584,804399,828928,854320,881032,906566,931104,947269,962825,981434,992500,1010308,1037511,1065989,1096890,1131081,1167889,1209696,1288947,1369303,1415684,1461322,1508697,1556304,1602170,1646103,1689264,1732745,1776368,1818647,1857048,1889970,1917464,1942082,1966582,1991888,2018600,2047056,2077394,2109811,2146325,2194654,2252508,2312139,2374300,2439213,2506853,2577327,2650494,2728762,2810548,2889662,2963095,3030131
Nauru,NR,NRU,4607,4774,4979,5226,5515,5832,6043,6135,6328,6581,6710,6762,6812,6866,6923,6987,7064,7163,7298,7468,7649,7839,8040,8216,8377,8551,8742,8946,9165,9390,9622,9850,10021,10102,10137,10165,10183,10197,10198,10187,10168,10130,10082,10059,10060,10049,10034,10020,10009,10016,10043,10098,10267,10517,10742,10954,11150,11324,11477,11587,11643,11709,11801,11875,11947
Nepal,NP,NPL,10123658,10318396,10521116,10729818,10946392,11173411,11408710,11652716,11906266,12167036,12436190,12710061,12989099,13275239,13568435,13870695,14177649,14499175,14839695,15190590,15553105,15922423,16297987,16689119,17085242,17477692,17868124,18250505,18638661,19057807,19524573,20036500,20609707,21180159,21717479,22245439,22741862,23219463,23680357,24125199,24546509,24946748,25328981,25688758,26016656,26309458,26565425,26788492,26990037,27173035,27341952,27464494,27534915,27589996,27672370,27823629,27955462,28011258,28079689,28414064,28966574,29475010,29715436,29694614,29651054
Netherlands,NL,NLD,11486631,11638712,11805689,11965966,12127120,12294732,12456251,12598201,12729721,12877984,13038526,13194497,13328593,13439322,13545056,13666335,13774037,13856185,13941700,14038270,14149800,14247208,14312690,14367070,14424211,14491632,14572278,14665037,14760094,14848907,14951510,15069798,15184166,15290368,15382838,15459006,15530498,15610650,15707209,15812088,15925513,16046180,16148929,16225302,16281779,16319868,16346101,16381696,16445593,16530388,16615394,16693074,16754962,16804432,16865008,16939923,17030314,17131296,17231624,17344874,17441500,17533044,17700982,17877117,17994237
New Caledonia,NC,NCL,79819,82521,85334,88050,90602,93159,95820,98587,101441,104849,109338,114514,119931,125585,131452,137462,142091,144599,146392,148132,149817,151441,153001,155003,157583,160234,162898,165650,168502,172029,176456,181238,186072,190857,195614,200379,205034,209560,214047,218527,223098,227707,232236,236678,240852,244381,247547,250725,253825,257250,261582,266543,271633,276822,281224,283168,283423,283546,283541,283606,284176,285214,287123,289870,292639
New Zealand,NZ,NZL,2371800,2419700,2482000,2531800,2585400,2628400,2675900,2724100,2748100,2772800,2810700,2853000,2903900,2961300,3023700,3083100,3110500,3120200,3121200,3109000,3112900,3124900,3156100,3199300,3227100,3247100,3246300,3274400,3283400,3299200,3329800,3495100,3531700,3572200,3620000,3673400,3732000,3781300,3815000,3835100,3857700,3880500,3948500,4027200,4087500,4133900,4184600,4223800,4259800,4302600,4350700,4384000,4408100,4442100,4516500,4609400,4714100,4813600,4900600,4979200,5090200,5111300,5117100,5245000,5338500
Nicaragua,NI,NIC,1782370,1836451,1892320,1950159,2010176,2072681,2137820,2205567,2275836,2348398,2423065,2499825,2573578,2649278,2732075,2816943,2903851,2992534,3080314,3164525,3252403,3345674,3438745,3530282,3619104,3706479,3794157,3882164,3972320,4066476,4162559,4259637,4357026,4453732,4549316,4642931,4729974,4809573,4883655,4954018,5022633,5087825,5149909,5210963,5272912,5342105,5418855,5497243,5576593,5656601,5737450,5819051,5901287,5983845,6066492,6149417,6232666,6316231,6400080,6483657,6565267,6644741,6730654,6823613,6916140
Niger,NE,NER,3505050,3608162,3714520,3823873,3935814,4049695,4165544,4283590,4403637,4525725,4650275,4776225,4904845,5037865,5174953,5317019,5464962,5619716,5782932,5955556,6135971,6322006,6512732,6708644,6909971,7118457,7335811,7561150,7793748,8034780,8286059,8546900,8817633,9100789,9398258,9714529,10044852,10383969,10741413,11117411,11509630,11920647,12349144,12796984,13265836,13756192,14268581,14803610,15361915,15943675,16548835,17176283,17836769,18519898,19215909,19939498,20685753,21435446,22188069,22947757,23717613,24502140,25311973,26159867,27032412
Nigeria,NG,NGA,45053782,45989310,46965292,47973575,49012016,50086764,51188234,52293065,53432783,54631914,55893838,57214684,58601748,60082139,61679144,63410815,65258009,67234590,69326532,71498242,73764641,76068103,78378701,80438260,82526443,84897973,87235953,89591716,92020090,94531014,97120925,99720162,102372770,105122069,107935714,110819428,113754779,116754792,119846254,123047320,126382494,129862595,133471989,137202644,141057045,145017253,149077334,153267261,157595014,162049464,166642886,171379598,176200625,181049443,185896915,190671878,195443700,200254579,204938755,209485641,213996181,218529286,223150896,227882945,232679478
North Macedonia,MK,MKD,1435059,1455171,1471745,1488737,1510900,1533466,1557349,1582492,1608930,1636345,1664208,1691216,1717395,1743816,1770545,1797972,1825830,1853138,1879847,1906523,1933038,1959065,1978956,1991901,2003399,2014331,2024732,2035157,2045737,2055649,2063689,2055994,2032523,2006854,1992666,1998534,2012553,1996869,2007523,2017142,2026350,2034882,2020157,2022725,2016186,2005330,1994287,1982933,1971493,1958782,1946298,1937398,1929821,1922716,1917557,1912430,1906313,1898657,1889051,1876262,1856124,1837114,1831712,1827816,1792179
Northern Mariana Islands,MP,MNP,8736,8995,9280,9595,9925,10264,10612,10749,10468,9989,10170,11271,12636,13880,14655,15065,15438,15787,16130,16488,17625,19826,22350,24936,27575,30258,32980,35736,38519,41303,43342,44393,45181,45952,46730,48176,51706,56596,61337,65916,68356,67984,66778,65421,63938,62354,60682,58941,57150,55325,54091,53608,53234,52758,52178,51514,50773,49959,49077,48129,47528,46979,46078,45143,44278
Norway,NO,NOR,3581239,3609800,3638918,3666537,3694339,3723168,3753012,3784539,3816486,3847707,3875763,3903039,3933004,3960612,3985258,4007313,4026152,4043205,4058671,4072517,4085620,4099702,4114787,4128432,4140099,4152516,4167354,4186905,4209488,4226901,4241473,4261732,4286401,4311991,4336613,4359184,4381336,4405157,4431464,4461913,4490967,4513751,4538159,4564855,4591910,4623291,4660677,4709153,4768212,4828726,4889252,4953088,5018573,5079623,5137232,5188607,5234519,5276968,5311916,5347896,5379475,5408320,5457127,5519594,5572272
Oman,OM,OMN,530485,539854,549941,560827,572577,585236,598804,613318,628798,645255,662680,681119,700593,721179,746988,778864,814701,855314,900304,949116,1001248,1057320,1117678,1181459,1247716,1325480,1413419,1500996,1588568,1676228,1763954,1851473,1938238,2021675,2081834,2120528,2156926,2190720,2222489,2252909,2282131,2310217,2337140,2363796,2404821,2459802,2514795,2570174,2626529,2684659,2757446,3076763,3547106,3833913,4002439,4184895,4390877,4537396,4597877,4591241,4522497,4500424,4730226,5049269,5281538
Pakistan,PK,PAK,45709310,46921277,48156128,49447776,50799999,52209010,53678667,55214768,56810507,58460939,60166719,61847899,63583194,65461912,67415487,69461175,71620254,73901827,76307379,78997039,82291010,85802049,89089246,92227711,95164936,98229285,101606764,105130717,108724739,112336629,116155576,120060406,123546848,127020117,130748083,134582253,138557092,142531804,146522356,150565377,154879127,159270907,163222549,167110248,171286000,175453212,179682690,184493231,189499113,194376534,199239047,203746065,207667125,211073978,214264647,217290883,220138869,223273967,226928892,230800899,235001746,239477801,243700667,247504495,251269164
Palau,PW,PLW,9328,9555,9793,10037,10292,10547,10805,10988,11080,11159,11368,11759,12194,12552,12687,12655,12598,12525,12440,12337,12271,12402,12694,13006,13337,13688,14024,14334,14645,14945,15259,15614,15989,16372,16770,17195,17654,18108,18524,18901,19178,19352,19503,19659,19820,19819,19593,19302,19009,18709,18396,18078,17765,17648,17715,17770,17797,17812,17814,17798,17792,17783,17759,17727,17695
Panama,PA,PAN,1126005,1159870,1195301,1232124,1270065,1308835,1348388,1388628,1429447,1470886,1513070,1556081,1599723,1643690,1687926,1732389,1776935,1821543,1866311,1911552,1957534,2004418,2052271,2101106,2150782,2200915,2251325,2301970,2352848,2403820,2455583,2508265,2561336,2615099,2669546,2724557,2780227,2836695,2893914,2951822,3010369,3069537,3129344,3189807,3251155,3313026,3375024,3437490,3500648,3564381,3628535,3693505,3759256,3825329,3892101,3960035,4029086,4098707,4167860,4234700,4293261,4345405,4400773,4458759,4515577
Papua New Guinea,PG,PNG,1995110,2046127,2093919,2141376,2188325,2235820,2285774,2337532,2390803,2446927,2505628,2566421,2628432,2690629,2752671,2814820,2877327,2940327,3003714,3067341,3131512,3197019,3264291,3333633,3405198,3478936,3554793,3632543,3711880,3796078,3896481,4021837,4166699,4320872,4480208,4644278,4813361,4987883,5166390,5349333,5537064,5728435,5924003,6123997,6328041,6535905,6747720,6963345,7183002,7406438,7633523,7859346,8081390,8302698,8523441,8743246,8961718,9178714,9394513,9609010,9815746,10012896,10203169,10389635,10576502
Paraguay,PY,PRY,1883514,1927394,1973130,2021909,2073119,2125177,2177584,2229994,2282391,2334992,2388028,2442537,2499881,2561102,2625621,2691648,2758836,2827874,2899269,2973968,3053235,3137604,3226189,3318068,3412936,3510671,3611474,3714889,3820546,3927802,4035747,4144364,4253600,4362696,4471417,4579806,4687543,4794412,4900025,5003135,5100868,5187689,5261328,5326436,5388175,5448097,5505148,5559386,5613574,5671236,5737971,5814626,5897008,5982445,6069811,6159103,6249126,6338660,6427382,6515058,6603739,6684182,6760464,6844146,6929153
Peru,PE,PER,10174127,10475123,10784612,11102099,11427978,11761085,12101297,12448814,12803993,13166767,13501237,13838067,14210147,14582867,14956552,15333957,15716809,16109806,16516059,16933139,17360949,17798805,18246503,18705957,19174716,19648204,20117122,20582320,21054702,21532589,22014771,22483775,22946340,23413783,23881493,24348919,24811171,25274147,25738095,26186504,26598331,26964601,27288217,27580490,27852190,28101180,28324491,28530699,28719041,28896811,29086019,29304086,29550366,29817919,30115826,30457600,30866494,31324637,31897584,32449303,32838579,33155882,33475438,33845617,34217848
Philippines,PH,PHL,27891897,28792621,29723536,30674731,31643032,32625316,33617170,34621320,35638342,36660799,37622204,38518659,39408560,40294130,41174341,42120826,43201488,44367962,45575281,46807103,48043740,49311727,50695707,52194620,53726181,55213006,56645077,58157496,59739052,61265260,62854666,64382249,65926125,67530621,69019291,70546246,72190242,73908810,75791024,77753257,79625397,81401488,83068889,84731835,86394504,88015962,89508986,91075184,92699095,94384250,96337125,98248614,100175512,102076336,103767130,105312992,106735719,108119693,109465287,110804683,112081264,113100950,113964338,114891199,115843670
