z,n,element,radius,radius_uncert,abundance,abundance_uncert,is_stable,half_life,half_life_uncert,isospin,decay_1,decay_1_pct,decay_1_pct_uncert,decay_2,decay_2_pct,decay_2_pct_uncert,decay_3,decay_3_pct,decay_3_pct_uncert,magnetic_dipole,magnetic_dipole_uncert,electric_quadrupole,electric_quadrupole_uncert,atomic_mass,atomic_mass_uncert,mass_excess,mass_excess_uncert
54,78,Xe,4.7859,0.0048,26.909,0.055,TRUE,,,,,,,,,,,,,0.2,0.4,,,131904155.08346,0.00544,-89278.97451,0.00507
54,79,Xe,4.7831,0.0048,,,FALSE,453384,43.2,,B-,100,,,,,,,,0.81335,0.00007,0.14,0.005,132905910.748,2.576,-87643.583,2.400
54,80,Xe,4.7899,0.0047,10.436,0.035,FALSE,1.83030170652634E+30,,,2B-,0,,,,,,,,,,,,133905393.03,0.006,-88125.83443,0.00577
54,81,Xe,,,,,FALSE,32904,72,,B-,100,,,,,,,,0.9032,0.0007,0.21,0.007,134907231.441,3.938,-86413.365,3.668
54,82,Xe,4.7964,0.0047,8.857,0.072,FALSE,6.83207447349917E+28,1.92497248445011E+27,,2B-,100,,,,,,,,3.2,0.6,,,135907214.474,0.007,-86429.170,0.007
54,83,Xe,4.8094,0.0049,,,FALSE,229.08,0.78,,B-,100,,,,,,,,-0.9704,0.001,-0.47,0.02,136911557.771,0.111,-82383.414,0.104
54,84,Xe,4.8279,0.0079,,,FALSE,848.4,4.2,,B-,100,,,,,,,,,,,,137914146.268,3.010,-79972.244,2.804
54,85,Xe,4.8409,0.0100,,,FALSE,39.68,0.14,,B-,100,,,,,,,,-0.304,0.0016,0.39,0.02,138918792.2,2.300,-75644.586,2.142
54,86,Xe,4.8566,0.0125,,,FALSE,13.6,0.1,,B-,100,,,,,,,,1.1,0.4,,,139921645.814,2.500,-72986.461,2.329
54,87,Xe,4.8694,0.0147,,,FALSE,1.73,0.01,,B-,100,,B-N,0.044,0.005,,,,0.01,0.003,-0.57,0.02,140926787.181,3.100,-68197.309,2.888
54,88,Xe,4.8841,0.0169,,,FALSE,1.23,0.02,,B-,100,,B-N,0.21,0.06,,,,,,,,141929973.095,2.900,-65229.648,2.701
54,89,Xe,4.8942,0.0187,,,FALSE,0.511,0.006,,B-,100,,B-N,0,,,,,-0.46,0.002,0.91,0.03,142935369.55,5.000,-60202.882,4.657
54,90,Xe,4.9082,0.0208,,,FALSE,1.15,0.2,,B-,100,,,,,,,,,,,,143938945.076,5.700,-56872.301,5.310
54,91,Xe,,,,,FALSE,0.188,0.004,,B-,100,,B-N,5,0.6,,,,,,,,144944719.631,12.000,-51493.337,11.178
54,92,Xe,4.9315,0.0245,,,FALSE,0.146,0.006,,B-,100,,B-N,6.9,1.5,,,,,,,,145948518.245,26.000,-47954.950,24.219
54,93,Xe,,,,,FALSE,0.088,0.014,,B-,100,,B-N,8,,,,,,,,,146954482,215,-42400,200
54,94,Xe,,,,,FALSE,0.0000004,,,B-N,,,B-,,,,,,,,,,147958508,322,-38650,300
54,95,Xe,,,,,FALSE,,,,B-,100,,B-N,,,B-2N,,,,,,,148964573,322,-33000,300
54,96,Xe,,,,,FALSE,,,,B-,100,,B-2N,,,B-N,,,,,,,149968878,322,-28990,300
55,57,Cs,,,,,FALSE,0.00049,0.00003,,P,100,,A,0.26,,,,,,,,,111950172,124,-46415,116
55,58,Cs,,,,,FALSE,0.0000177,0.0000004,,P,100,,,,,,,,,,,,112944428.484,9.207,-51764.539,8.577
55,59,Cs,,,,,FALSE,0.57,0.02,,EC+B+,99.982,0.006,ECP,8.7,1.3,ECA,0.19,0.03,,,,,113941292.244,91.323,-54685.928,85.068
55,60,Cs,,,,,FALSE,1.4,0.8,,EC+B+,100,,B+P,0.07,,,,,,,,,114935910,110,-59699,102
55,61,Cs,,,,,FALSE,0.7,0.04,,EC+B+,100,,ECP,2.8,0.7,ECA,0.049,0.025,,,,,115933395,108,-62043,100
55,62,Cs,,,,,FALSE,8.4,0.6,,EC+B+,100,,,,,,,,,,,,116928616.723,67.000,-66493.101,62.410
55,63,Cs,4.7832,0.0092,,,FALSE,14,2,,EC+B+,100,,ECP,0.042,0.006,ECA,0.0024,0.0004,3.87,0.005,1.31,0.17,117926559.517,13.690,-68409.377,12.753
55,64,Cs,4.7896,0.0089,,,FALSE,43,0.2,,EC+B+,100,,,,,,,,5.45,0.03,2.65,0.17,118922377.327,14.965,-72305.061,13.940
55,65,Cs,4.7915,0.0075,,,FALSE,61.3,1.1,,EC+B+,100,,B+A,0.00002,0.000004,B+P,0.000007,0.000003,3.86,0.02,1.36,0.07,119920677.277,10.702,-73888.649,9.970
55,66,Cs,4.7769,0.0078,,,FALSE,155,4,,EC+B+,100,,,,,,,,0.769,0.004,0.79,0.04,120917227.235,15.340,-77102.342,14.290
55,67,Cs,4.7773,0.0070,,,FALSE,21.18,0.19,,EC+B+,100,,,,,,,,0.133,0.002,-0.179,0.01,121916108.144,36.164,-78144.769,33.687
55,68,Cs,4.7820,0.0070,,,FALSE,351.6,6,,EC+B+,100,,,,,,,,1.375,0.007,,,122912996.06,13.000,-81043.657,12.109
55,69,Cs,4.7828,0.0062,,,FALSE,30.9,0.4,,EC+B+,100,,,,,,,,0.672,0.003,-0.69,0.04,123912247.366,9.823,-81741.060,9.151
55,70,Cs,4.7880,0.0062,,,FALSE,2802,6,,EC+B+,100,,,,,,,,1.407,0.007,,,124909725.953,8.304,-84089.742,7.736
55,71,Cs,4.7872,0.0056,,,FALSE,98.58,1.02,,EC+B+,100,,,,,,,,0.776,0.004,-0.64,0.03,125909445.821,11.120,-84350.683,10.359
55,72,Cs,4.7936,0.0055,,,FALSE,22500,360,,EC+B+,100,,,,,,,,1.457,0.007,,,126907417.527,5.987,-86240.027,5.578
55,73,Cs,4.7921,0.0052,,,FALSE,218.4,0.84,,EC+B+,100,,,,,,,,0.972,0.005,-0.54,0.03,127907748.452,5.771,-85931.773,5.376
55,74,Cs,4.7981,0.0050,,,FALSE,115416,216,,EC+B+,100,,,,,,,,1.489,0.008,,,128906065.91,4.888,-87499.050,4.553
55,75,Cs,4.7992,0.0049,,,FALSE,1752.6,2.4,,EC+B+,98.4,,B-,1.6,,,,,1.458,0.007,-0.056,0.006,129906709.281,8.971,-86899.754,8.357
55,76,Cs,4.8026,0.0047,,,FALSE,837129.6,1382.4,,EC,100,,,,,,,,3.536,0.003,0.59,0.02,130905468.457,0.190,-88055.574,0.177
55,77,Cs,4.8002,0.0046,,,FALSE,559872,518.4,,EC+B+,98.13,0.09,B-,1.87,0.09,,,,2.219,0.007,0.48,0.02,131906437.74,1.112,-87152.693,1.036
55,78,Cs,4.8041,0.0046,100,,TRUE,,,,,,,,,,,,,2.5778,0.0014,-0.00343,0.0001,132905451.958,0.008,-88070.943,0.008
55,79,Cs,4.8031,0.0046,,,FALSE,65171363.5227274,12622.7703898368,,B-,99.9997,0.0001,EC,0.0003,0.0001,,,,2.9893,0.0014,0.37,0.02,133906718.501,0.017,-86891.165,0.016
55,80,Cs,4.8067,0.0047,,,FALSE,72580929741561.6,9467077792377.6,,B-,100,,,,,,,,2.7283,0.0013,0.048,0.003,134905976.907,0.390,-87581.956,0.364
55,81,Cs,4.8059,0.0052,,,FALSE,1124064,4320,,B-,100,,,,,,,,3.705,0.015,0.213,0.015,135907311.431,2.010,-86338.855,1.873
55,82,Cs,4.8128,0.0050,,,FALSE,949232333.3157270,2840123.33771328,,B-,100,,,,,,,,2.8374,0.0014,0.048,0.002,136907089.296,0.324,-86545.772,0.302
55,83,Cs,4.8255,0.0050,,,FALSE,1950,12,,B-,100,,,,,,,,0.699,0.004,0.112,0.017,137911017.119,9.831,-82887.028,9.158
55,84,Cs,4.8422,0.0069,,,FALSE,556.2,3,,B-,100,,,,,,,,2.688,0.004,-0.063,0.014,138913363.822,3.364,-80701.088,3.134
55,85,Cs,4.8554,0.0088,,,FALSE,63.7,0.3,,B-,100,,,,,,,,0.134,0.001,-0.094,0.015,139917283.707,8.801,-77049.738,8.199
55,86,Cs,4.8689,0.0108,,,FALSE,24.84,0.16,,B-,100,,B-N,0.035,0.003,,,,2.431,0.01,-0.42,0.07,140920045.279,9.871,-74477.351,9.195
55,87,Cs,4.8825,0.0132,,,FALSE,1.684,0.014,,B-,100,,B-N,0.09,0.004,,,,,,,,141924299.514,7.586,-70514.556,7.067
55,88,Cs,4.8965,0.0151,,,FALSE,1.791,0.007,,B-,100,,B-N,1.64,0.07,,,,0.869,0.004,0.44,0.03,142927347.346,8.130,-67675.519,7.573
55,89,Cs,4.9055,0.0161,,,FALSE,0.994,0.006,,B-,100,,B-N,3.03,0.13,,,,-0.545,0.003,0.29,0.02,143932075.402,21.612,-63271.362,20.132
55,90,Cs,4.9188,0.0191,,,FALSE,0.587,0.005,,B-,100,,B-N,14.7,0.9,,,,0.783,0.004,0.58,0.06,144935528.927,9.733,-60054.424,9.067
55,91,Cs,4.9281,0.0193,,,FALSE,0.322,0.0013,,B-,100,,B-N,14.2,0.5,,,,-0.514,0.002,0.21,0.03,145940621.867,3.106,-55310.380,2.893
55,92,Cs,,,,,FALSE,0.2295,0.001,,B-,100,,B-N,28.5,2,,,,,,,,146944261.512,9.000,-51920.073,8.383
55,93,Cs,,,,,FALSE,0.146,0.006,,B-,100,,B-N,25.1,2.5,,,,,,,,147949639.026,14.000,-46910.950,13.041
55,94,Cs,,,,,FALSE,0.107,0.006,,B-,100,,B-N,25,4,,,,,,,,148953516,429,-43300,400
55,95,Cs,,,,,FALSE,0.084,0.008,,B-,100,,B-N,20,10,,,,,,,,149959023,429,-38170,400
55,96,Cs,,,,,FALSE,0.069,0.026,,B-,100,,B-N,,,,,,,,,,150963199,537,-34280,500
55,97,Cs,,,,,FALSE,0.05,,,B-,100,,B-N,,,B-2N,,,,,,,151968728,537,-29130,500
56,58,Ba,,,,,FALSE,0.43,0.225,,EC+B+,99.1,0.3,ECP,20,10,A,0.9,0.3,,,,,113950718.489,110.227,-45905.437,102.676
56,59,Ba,,,,,FALSE,0.45,0.05,,EC+B+,100,,B+P,15,,,,,,,,,114947482,215,-48920,200
56,60,Ba,,,,,FALSE,1.3,0.2,,EC+B+,100,,B+P,3,1,,,,,,,,115941621,215,-54380,200
56,61,Ba,,,,,FALSE,1.75,0.07,,EC+B+,100,,B+P,0,,B+A,0,,,,,,116938316.403,268.749,-57457.906,250.339
56,62,Ba,,,,,FALSE,5.5,0.2,,EC+B+,100,,ECP,,,,,,,,,,117933226,215,-62200,200
56,63,Ba,,,,,FALSE,5.4,0.3,,EC+B+,100,,ECP,25,,,,,,,,,118930659.683,214.997,-64590.096,200.269
56,64,Ba,4.8092,0.0058,,,FALSE,24,2,,EC+B+,100,,,,,,,,,,,,119926044.997,322.241,-68888.649,300.166
56,65,Ba,4.8176,0.0052,,,FALSE,29.7,1.5,,EC+B+,100,,,,,,,,0.66,0.001,1.89,0.13,120924052.286,152.333,-70744.847,141.898
56,66,Ba,4.8153,0.0054,,,FALSE,117,9,,EC+B+,100,,,,,,,,,,,,121919904,30.000,-74608.952,27.945
56,67,Ba,4.8135,0.0055,,,FALSE,144,24,,EC+B+,100,,,,,,,,,,1.57,0.13,122918781.06,13.000,-75654.963,12.109
56,68,Ba,4.8185,0.0052,,,FALSE,660,30,,EC+B+,100,,,,,,,,,,,,123915093.627,13.416,-79089.786,12.497
56,69,Ba,4.8177,0.0052,,,FALSE,198,18,,EC+B+,100,,,,,,,,0.177,0.012,,,124914471.84,11.800,-79668.976,10.992
56,70,Ba,4.8221,0.0050,,,FALSE,6000,120,,EC+B+,100,,,,,,,,,,,,125911250.202,13.416,-82669.913,12.497
56,71,Ba,4.8204,0.0051,,,FALSE,762,24,,EC+B+,100,,,,,,,,0.0834,0.001,1.71,0.14,126911091.272,12.192,-82817.955,11.357
56,72,Ba,4.8255,0.0048,,,FALSE,209952,4320,,EC,100,,,,,,,,,,,,127908352.446,1.728,-85369.156,1.610
56,73,Ba,4.8248,0.0049,,,FALSE,8028,396,,EC+B+,100,,,,,,,,-0.398,0.016,,,128908683.409,11.276,-85060.866,10.504
56,74,Ba,4.8283,0.0047,0.11,0.01,TRUE,,,,,,,,,,,,,,,,,129906326.002,0.308,-87256.776,0.287
56,75,Ba,4.8276,0.0048,,,FALSE,993600,5184,,EC+B+,100,,,,,,,,0.7083,0.0002,,,130906946.315,0.445,-86678.958,0.415
56,76,Ba,4.8303,0.0047,0.10,0.01,FALSE,9.4670777923776E+28,,,2B+,,,,,,,,,-1.59,0.05,,,131905061.231,1.130,-88434.903,1.053
56,77,Ba,4.8286,0.0047,,,FALSE,332957125.9579200,347126.185720512,,EC,100,,,,,,,,0.7719,0.0002,0.92,0.06,132906007.443,1.065,-87553.512,0.992
56,78,Ba,4.8322,0.0047,2.42,0.15,TRUE,,,,,,,,,,,,,,,,,133904508.249,0.269,-88950.002,0.251
56,79,Ba,4.8294,0.0047,6.59,0.10,TRUE,,,,,,,,,,,,,0.8381,0.0002,0.153,0.002,134905688.447,0.263,-87850.655,0.245
56,80,Ba,4.8334,0.0046,7.85,0.24,TRUE,,,,,,,,,,,,,-1.9,0.2,-0.19,0.06,135904575.8,0.262,-88887.079,0.245
56,81,Ba,4.8314,0.0047,11.23,0.23,TRUE,,,,,,,,,,,,,0.9375,0.0002,0.236,0.003,136905827.207,0.266,-87721.401,0.248
56,82,Ba,4.8378,0.0046,71.70,0.29,TRUE,,,,,,,,,,,,,5.9,1.2,,,137905247.059,0.267,-88261.806,0.249
56,83,Ba,4.8513,0.0049,,,FALSE,4975.8,5.4,,B-,100,,,,,,,,-0.973,0.005,-0.552,0.013,138908841.164,0.271,-84913.918,0.253
56,84,Ba,4.8684,0.0059,,,FALSE,1101686.4,345.6,,B-,100,,,,,,,,,,-0.5,0.3,139910608.231,8.480,-83267.905,7.900
56,85,Ba,4.8807,0.0069,,,FALSE,1096.2,4.2,,B-,100,,,,,,,,-0.337,0.005,0.437,0.01,140914403.653,5.709,-79732.492,5.318
56,86,Ba,4.8953,0.0083,,,FALSE,636,12,,B-,100,,,,,,,,0.85,0.1,,,141916432.904,6.355,-77842.257,5.920
56,87,Ba,4.9087,0.0096,,,FALSE,14.5,0.3,,B-,100,,,,,,,,0.443,0.011,-0.85,0.02,142920625.149,7.253,-73937.205,6.756
56,88,Ba,4.9236,0.0112,,,FALSE,11.5,0.2,,B-,100,,,,,,,,0.68,0.1,,,143922954.821,7.661,-71767.130,7.136
56,89,Ba,4.9345,0.0123,,,FALSE,4.31,0.16,,B-,100,,,,,,,,-0.285,0.007,1.18,0.02,144927518.4,9.100,-67516.183,8.477
56,90,Ba,4.9479,0.0138,,,FALSE,2.21,0.06,,B-,100,,,,,,,,,,,,145930363.2,1.900,-64866.269,1.770
56,91,Ba,,,,,FALSE,0.894,0.007,,B-,100,,B-N,0.06,0.05,,,,,,,,146935303.9,21.200,-60264.036,19.748
56,92,Ba,4.9731,0.0167,,,FALSE,0.612,0.017,,B-,100,,B-N,0.4,0.3,,,,,,,,147938223,1.600,-57544.911,1.490
56,93,Ba,,,,,FALSE,0.352,0.006,,B-,100,,B-N,2.2,1.7,,,,,,,,148943284,2.700,-52830.620,2.515
56,94,Ba,,,,,FALSE,0.259,0.005,,B-,100,,B-N,,,,,,,,,,149946441.1,6.100,-49889.799,5.682
56,95,Ba,,,,,FALSE,0.167,0.005,,B-,100,,B-N,,,,,,,,,,150951755,429,-44940,400
56,96,Ba,,,,,FALSE,0.139,0.008,,B-,100,,B-N,,,,,,,,,,151955330,429,-41610,400
56,97,Ba,,,,,FALSE,0.116,0.052,,B-,100,,B-N,,,,,,,,,,152960848,429,-36470,400
56,98,Ba,,,,,FALSE,0.053,0.048,,B-,100,,B-N,,,,,,,,,,153964659,537,-32920,500
57,60,La,,,,,FALSE,0.0235,0.0026,,P,93.9,0.7,EC+B+,6.1,0.7,,,,,,,,116950326,215,-46271,200
57,63,La,,,,,FALSE,2.8,0.2,,EC+B+,100,,ECP,0,,,,,,,,,119938196,322,-57570,300
57,64,La,,,,,FALSE,5.3,0.2,,EC+B+,100,,,,,,,,,,,,120933236,322,-62190,300
57,65,La,,,,,FALSE,8.6,0.5,,EC+B+,100,,ECP,,,,,,,,,,121930710,320,-64543,298
57,66,La,,,,,FALSE,16.3,0.3,,EC+B+,100,,,,,,,,,,,,122926300,210,-68651,196
57,67,La,,,,,FALSE,21,4,,EC+B+,100,,,,,,,,,,,,123924574.275,60.836,-70258.617,56.669
57,68,La,,,,,FALSE,64.8,1.2,,EC+B+,100,,,,,,,,,,,,124920815.931,27.909,-73759.492,25.997
57,69,La,,,,,FALSE,54,2,,EC+B+,0,,,,,,,,,,,,125919512.667,97.163,-74973.476,90.508
57,70,La,,,,,FALSE,306,6,,EC+B+,100,,,,,,,,,,,,126916375.083,27.912,-77896.116,26.000
57,71,La,,,,,FALSE,310.8,8.4,,EC,100,,,,,,,,,,,,127915592.123,58.452,-78625.439,54.448
57,72,La,,,,,FALSE,696,12,,EC+B+,100,,,,,,,,,,,,128912695.592,22.913,-81323.541,21.343
57,73,La,,,,,FALSE,522,6,,EC+B+,100,,,,,,,,2.9,0.2,,,129912369.413,27.854,-81627.374,25.946
57,74,La,,,,,FALSE,3540,120,,EC+B+,100,,,,,,,,11.2,0.04,,,130910070,30.000,-83769.265,27.945
57,75,La,,,,,FALSE,17280,720,,EC+B+,100,,,,,,,,,,,,131910119.047,39.032,-83723.578,36.359
57,76,La,,,,,FALSE,14083.2,28.8,,EC+B+,100,,,,,,,,7.5,0.5,1.7,0.3,132908218,30.000,-85494.392,27.945
57,77,La,,,,,FALSE,387,9.6,,EC+B+,100,,,,,,,,,,,,133908514.011,21.395,-85218.659,19.930
57,78,La,4.8488,0.0060,,,FALSE,70200,720,,EC+B+,100,,,,,,,,3.7,0.09,-0.4,0.4,134906984.427,10.126,-86643.458,9.432
57,79,La,,,,,FALSE,592.2,1.8,,EC+B+,100,,,,,,,,,,,,135907634.962,57.081,-86037.488,53.171
57,80,La,4.8496,0.0053,,,FALSE,1893415558475.52,631138519491.84,,EC,100,,,,,,,,2.696,0.006,0.21,0.04,136906450.438,1.760,-87140.865,1.640
57,81,La,4.8473,0.0051,0.08881,0.00071,FALSE,3.25036337538298E+18,3.1556925974592E+16,,EC+B+,65.5,0.4,B-,34.5,0.4,,,,3.7084,0.0002,0.39,0.03,137907124.041,0.446,-86513.408,0.416
57,82,La,4.8550,0.0049,99.91119,0.00071,TRUE,,,,,,,,,,,,,2.7791,0.0002,0.206,0.004,138906362.927,0.651,-87222.381,0.607
57,83,La,,,,,FALSE,145029.312,18.144,,B-,100,,,,,,,,0.73,0.015,0.087,0.013,139909487.285,0.651,-84312.059,0.607
57,84,La,,,,,FALSE,14112,108,,B-,100,,,,,,,,,,,,140910971.155,4.430,-82929.844,4.127
57,85,La,,,,,FALSE,5466,30,,B-,100,,,,,,,,,,,,141914090.76,6.748,-80023.950,6.286
57,86,La,,,,,FALSE,852,6,,B-,100,,,,,,,,,,,,142916079.482,7.868,-78171.467,7.329
57,87,La,,,,,FALSE,40.8,0.4,,B-,100,,,,,,,,,,,,143919645.589,13.888,-74849.660,12.937
57,88,La,,,,,FALSE,24.8,2,,B-,100,,,,,,,,,,,,144921808.065,13.170,-72835.325,12.269
57,89,La,,,,,FALSE,6.1,0.3,,B-,100,,B-N,0.007,,,,,,,,,145925688.017,1.797,-69221.174,1.675
57,90,La,,,,,FALSE,4.06,0.04,,B-,100,,B-N,0.041,0.004,,,,,,,,146928417.8,11.500,-66678.397,10.712
57,91,La,,,,,FALSE,1.26,0.08,,B-,100,,B-N,0.15,0.03,,,,,,,,147932679.4,20.900,-62708.742,19.468
57,92,La,,,,,FALSE,1.091,0.034,,B-,100,,B-N,1.41,0.34,,,,,,,,148935351.259,214.990,-60219.921,200.262
57,93,La,,,,,FALSE,0.59,0.11,,B-,100,,B-N,2.7,0.3,,,,,,,,149939547.5,2.700,-56311.147,2.515
57,94,La,,,,,FALSE,0.457,0.024,,B-,100,,B-N,,,,,,,,,,150942769,467.500,-53310.339,435.473
57,95,La,,,,,FALSE,0.298,0.0145,,B-,100,,B-N,,,,,,,,,,151947085,322,-49290,300
57,96,La,,,,,FALSE,0.245,0.018,,B-,100,,B-N,,,,,,,,,,152950553,322,-46060,300
57,97,La,,,,,FALSE,0.161,0.015,,B-,100,,B-N,,,,,,,,,,153955416,322,-41530,300
57,98,La,,,,,FALSE,0.101,0.028,,B-,100,,B-N,,,,,,,,,,154959280,429,-37930,400
57,99,La,,,,,FALSE,0.084,0.078,,B-,100,,B-N,,,,,,,,,,155964519,429,-33050,400
57,100,La,,,,,FALSE,,,,B-,100,,B-N,,,B-2N,,,,,,,156968792,322,-29070,300
58,63,Ce,,,,,FALSE,1.1,0.1,,EC+B+,100,,ECP,1,,,,,,,,,120943435,430,-52690,401
58,64,Ce,,,,,FALSE,,,,EC+B+,,,ECP,,,,,,,,,,121937870,430,-57874,401
58,65,Ce,,,,,FALSE,3.8,0.2,,EC+B+,100,,ECP,0,,,,,,,,,122935280,320,-60286,298
58,66,Ce,,,,,FALSE,6,2,,EC+B+,100,,,,,,,,,,,,123930310,320,-64916,298
58,67,Ce,,,,,FALSE,9.7,0.3,,EC+B+,100,,B+P,,,,,,,,,,124928440,210,-66658,196
58,68,Ce,,,,,FALSE,51,0.4,,EC+B+,100,,,,,,,,7,3,,,125923971,30.000,-70820.565,27.945
58,69,Ce,,,,,FALSE,34,2,,EC+B+,100,,,,,,,,,,,,126922727,31.000,-71979.344,28.876
58,70,Ce,,,,,FALSE,235.8,1.2,,EC+B+,100,,,,,,,,,,,,127918911,30.000,-75533.925,27.945
58,71,Ce,,,,,FALSE,210,18,,EC+B+,100,,,,,,,,-0.65,0.04,1.32,0.13,128918102,30.000,-76287.504,27.945
58,72,Ce,,,,,FALSE,1374,30,,EC+B+,100,,,,,,,,,,,,129914736,30.000,-79422.913,27.945
58,73,Ce,,,,,FALSE,618,18,,EC+B+,100,,B+,11,3,,,,,,,,130914429.465,35.214,-79708.448,32.802
58,74,Ce,,,,,FALSE,12636,396,,EC+B+,100,,,,,,,,,,,,131911466.226,21.907,-82468.688,20.407
58,75,Ce,,,,,FALSE,5820,240,,EC+B+,100,,,,,,,,,,,,132911520.402,17.557,-82418.223,16.354
58,76,Ce,,,,,FALSE,273024,3456,,EC,100,,,,,,,,,,,,133908928.142,21.886,-84832.898,20.387
58,77,Ce,,,,,FALSE,63720,1080,,EC+B+,100,,,,,,,,,,,,134909160.662,11.021,-84616.308,10.266
58,78,Ce,4.8739,0.0018,0.186,0.002,TRUE,,,,2EC,,,,,,,,,,,,,135907129.256,0.348,-86508.550,0.324
58,79,Ce,,,,,FALSE,32400,1080,,EC+B+,100,,,,,,,,0.96,0.04,,,136907762.416,0.386,-85918.765,0.360
58,80,Ce,4.8737,0.0018,0.251,0.002,FALSE,1.38850474288205E+24,,,2EC,100,,,,,,,,,,,,137905994.18,0.536,-87565.867,0.499
58,81,Ce,,,,,FALSE,11891232,2592,,EC,100,,,,,,,,1.06,0.04,,,138906647.029,2.242,-86957.741,2.089
58,82,Ce,4.8771,0.0018,88.449,0.051,TRUE,,,,,,,,,,,,,4.06,0.15,0.35,0.07,139905448.433,1.409,-88074.227,1.313
58,83,Ce,,,,,FALSE,2808345.6,1123.2,,B-,100,,,,,,,,1.09,0.04,,,140908285.991,1.411,-85431.058,1.315
58,84,Ce,4.9063,0.0020,11.114,0.051,FALSE,1.5778462987296E+24,,,,,,,,,,,,,,,,141909250.208,2.623,-84532.896,2.443
58,85,Ce,,,,,FALSE,118940.4,21.6,,B-,100,,,,,,,,0.43,0.01,,,142912391.953,2.621,-81606.378,2.442
58,86,Ce,4.9303,0.0024,,,FALSE,24616224,4320,,B-,100,,,,,,,,,,,,143913652.763,3.041,-80431.942,2.833
58,87,Ce,,,,,FALSE,180.6,3.6,,B-,100,,,,,,,,,,,,144917265.113,36.393,-77067.059,33.900
58,88,Ce,4.9590,0.0028,,,FALSE,809.4,9.6,,B-,100,,,,,,,,0.9,0.2,,,145918812.294,15.743,-75625.868,14.665
58,89,Ce,,,,,FALSE,56.4,1,,B-,100,,,,,,,,,,,,146922689.9,9.211,-72013.902,8.580
58,90,Ce,4.9893,0.0035,,,FALSE,56.8,0.3,,B-,100,,,,,,,,0.74,0.12,,,147924424.186,12.017,-70398.424,11.195
58,91,Ce,,,,,FALSE,5.12,0.25,,B-,100,,,,,,,,,,,,148928426.9,11.000,-66669.921,10.246
58,92,Ce,,,,,FALSE,4,0.6,,B-,100,,,,,,,,3.2,1.6,,,149930384.032,12.556,-64846.863,11.697
58,93,Ce,,,,,FALSE,1.76,0.06,,B-,100,,,,,,,,,,,,150934272.2,19.000,-61225.058,17.698
58,94,Ce,,,,,FALSE,1.4,0.2,,B-,100,,,,,,,,,,,,151936682,215,-58980,200
58,95,Ce,,,,,FALSE,0.865,0.025,,B-,100,,B-N,,,,,,,,,,152941052,215,-54910,200
58,96,Ce,,,,,FALSE,0.722,0.014,,B-,100,,B-N,,,,,,,,,,153943940,215,-52220,200
58,97,Ce,,,,,FALSE,0.313,0.007,,B-,100,,B-N,,,,,,,,,,154948706,322,-47780,300
58,98,Ce,,,,,FALSE,0.233,0.009,,B-,100,,B-N,,,,,,,,,,155951884,322,-44820,300
58,99,Ce,,,,,FALSE,0.18,0.04,,B-,100,,B-N,,,,,,,,,,156957133,429,-39930,400
58,100,Ce,,,,,FALSE,0.099,0.093,,B-,100,,B-N,,,,,,,,,,157960773,429,-36540,400
59,62,Pr,,,,,FALSE,0.01,0.0045,,P,100,,,,,,,,,,,,120955393,537,-41551,500
59,65,Pr,,,,,FALSE,1.2,0.2,,EC+B+,100,,ECP,0,,,,,,,,,123942940,430,-53151,401
59,66,Pr,,,,,FALSE,3.3,0.7,,EC+B+,100,,B+P,,,,,,,,,,124937659,322,-58070,300
59,67,Pr,,,,,FALSE,3.14,0.22,,EC+B+,100,,ECP,,,,,,,,,,125935240,210,-60324,196
59,68,Pr,,,,,FALSE,4.2,0.3,,EC+B+,100,,,,,,,,,,,,126930710,210,-64543,196
59,69,Pr,,,,,FALSE,2.84,0.09,,EC+B+,100,,,,,,,,,,,,127928791,32.000,-66330.764,29.808
59,70,Pr,,,,,FALSE,30,4,,EC+B+,100,,,,,,,,,,,,128925095,32.000,-69773.566,29.808
59,71,Pr,,,,,FALSE,40,0.4,,EC+B+,100,,,,,,,,,,,,129923590,69.000,-71175.464,64.273
59,72,Pr,,,,,FALSE,90.6,1.2,,EC+B+,100,,,,,,,,,,,,130920234.96,50.451,-74300.664,46.995
59,73,Pr,,,,,FALSE,96,18,,EC+B+,100,,,,,,,,,,,,131919240,31.000,-75227.464,28.876
59,74,Pr,,,,,FALSE,390,18,,EC+B+,100,,,,,,,,,,,,132916330.558,13.416,-77937.591,12.497
59,75,Pr,,,,,FALSE,1020,120,,EC+B+,100,,,,,,,,,,,,133915696.729,21.810,-78528.000,20.316
59,76,Pr,,,,,FALSE,1440,60,,EC+B+,100,,,,,,,,,,,,134913111.772,12.686,-80935.872,11.817
59,77,Pr,,,,,FALSE,786,6,,EC+B+,100,,,,,,,,3.42,0.11,,,135912677.47,12.296,-81340.421,11.455
59,78,Pr,,,,,FALSE,4608,108,,EC+B+,100,,,,,,,,,,,,136910679.183,8.733,-83201.814,8.135
59,79,Pr,,,,,FALSE,87,3,,EC+B+,100,,,,,,,,,,,,137910757.495,10.748,-83128.867,10.012
59,80,Pr,,,,,FALSE,15876,144,,EC+B+,100,,,,,,,,,,,,138908932.7,3.917,-84828.652,3.649
59,81,Pr,,,,,FALSE,203.4,0.6,,EC+B+,100,,,,,,,,,,,,139909085.6,6.593,-84686.227,6.142
