year,title,original_title,director,languages,countries_of_origin,run_time,imdb_url
1954,Song of the Sea,O Canto do Mar,Alberto Cavalcanti,pt,BR,2h 4m,https://www.imdb.com/title/tt0184327/
1954,Pamposh,,Ezra Mir,hi,IN,1h 10m,https://www.imdb.com/title/tt0241799/
1954,Five Boys from Barska Street,Piatka z ulicy Barskiej,Aleksander Ford,pl,PL,1h 48m,https://www.imdb.com/title/tt0047351/
1954,Love in a Hot Climate,Sangre y luces,"Georges Rouquier, Ricardo Muñoz Suay","fr,es,de","FR,ES",1h 39m,https://www.imdb.com/title/tt0046273/
1954,Si mis campos hablaran,,José Bohr,es,CL,1h 17m,https://www.imdb.com/title/tt0123266/
1954,The Blazing Sun,Siraa Fil-Wadi,Youssef Chahine,ar,EG,1h 45m,https://www.imdb.com/title/tt0044429/
1954,As Long as You're Near Me,Solange Du da bist,Harald Braun,de,DE,1h 43m,https://www.imdb.com/title/tt0046340/
1954,Marina's Destiny,Sudba Mariny,"Viktor Ivchenko, Isaak Shmaruk",ru,SU,1h 39m,https://www.imdb.com/title/tt0046381/
1954,The Kidnappers,,Philip Leacock,en,GB,1h 33m,https://www.imdb.com/title/tt0046006/
1954,The Living Desert,,James Algar,en,US,1h 9m,https://www.imdb.com/title/tt0046008/
1954,All Is Possible in Granada,Todo es posible en Granada,José Luis Sáenz de Heredia,es,ES,1h 30m,https://www.imdb.com/title/tt0047591/
1954,The Great Warrior Skanderbeg,Velikiy voin Albanii Skanderbeg,Sergei Yutkevich,"ru,sq","AL,SU",1h 35m,https://www.imdb.com/title/tt0046498/
1955,A Kid for Two Farthings,,Carol Reed,en,GB,1h 31m,https://www.imdb.com/title/tt0048250/
1955,Bad Day at Black Rock,,John Sturges,en,US,1h 21m,https://www.imdb.com/title/tt0047849/
1955,Biraj Bahu,,Bimal Roy,hi,IN,2h 25m,https://www.imdb.com/title/tt0046780/
1955,A Big Family,Bolshaya semya,Iosif Kheifits,ru,SU,1h 48m,https://www.imdb.com/title/tt0046797/
1955,Boot Polish,,Prakash Arora,hi,IN,2h 29m,https://www.imdb.com/title/tt0046799/
1955,Carmen Jones,,Otto Preminger,en,US,1h 45m,https://www.imdb.com/title/tt0046828/
1955,The Crucified Lovers,Chikamatsu monogatari,Kenji Mizoguchi,ja,JP,1h 42m,https://www.imdb.com/title/tt0046851/
1955,Lost Continent,Continente perduto,"Enrico Gras, Giorgio Moser, Leonardo Bonzi",it,IT,2h,https://www.imdb.com/title/tt0046871/
1955,Fire in the Night,Det brenner i natt!,Arne Skouen,no,NO,1h 36m,https://www.imdb.com/title/tt0047987/
1955,Die Mücke,,Walter Reisch,de,DE,1h 50m,https://www.imdb.com/title/tt0047261/
1955,Black Dossier,Le dossier noir,André Cayatte,fr,"FR,IT",1h 55m,https://www.imdb.com/title/tt0048011/
1955,Rififi,Du rififi chez les hommes,Jules Dassin,"fr,it,en",FR,1h 58m,https://www.imdb.com/title/tt0048021/
1955,East of Eden,,Elia Kazan,en,US,1h 58m,https://www.imdb.com/title/tt0048028/
1955,Heroes of Shipka,Geroite na Shipka,Sergey Vasilev,"bg,ru","BG,SU",2h 17m,https://www.imdb.com/title/tt0047021/
1955,Life or Death,Hayat ou maut,Kamal El-Shaikh,ar,EG,1h 15m,https://www.imdb.com/title/tt0342512/
1955,Hill 24 Doesn't Answer,Giv'a 24 Eina Ona,Thorold Dickinson,"en,he,de",IL,1h 41m,https://www.imdb.com/title/tt0048121/
1955,The Sign of Venus,Il segno di Venere,Dino Risi,it,IT,1h 37m,https://www.imdb.com/title/tt0046292/
1955,Jedda,,Charles Chauvel,en,AU,1h 41m,https://www.imdb.com/title/tt0048227/
1955,The Gold of Naples,L'oro di Napoli,Vittorio De Sica,it,IT,2h 18m,https://www.imdb.com/title/tt0047313/
1955,Liliomfi,,Károly Makk,hu,HU,1h 49m,https://www.imdb.com/title/tt0047180/
1955,Ludwig II,Ludwig II: Glanz und Ende eines Königs,Helmut Käutner,de,DE,1h 55m,https://www.imdb.com/title/tt0047195/
1955,The Miracle of Marcelino,Marcelino pan y vino,Ladislao Vajda,es,"ES,IT",1h 31m,https://www.imdb.com/title/tt0047216/
1955,Marty,,Delbert Mann,"en,de,it",US,1h 30m,https://www.imdb.com/title/tt0048356/
1955,Onna no koyomi,,Seiji Hisamatsu,ja,JP,1h 40m,https://www.imdb.com/title/tt0330723/
1955,Dog's Heads,Psohlavci,Martin Fric,cs,CS,1h 37m,https://www.imdb.com/title/tt0169151/
1955,Roots,Raíces,Benito Alazraki,es,MX,1h 43m,https://www.imdb.com/title/tt0047395/
1955,Romeo and Juliet,Romeo i Dzhulyetta,"Lev Arnshtam, Leonid Lavrovsky",ru,SU,1h 32m,https://www.imdb.com/title/tt0048561/
1955,Samba Fantástico,,"Jean Manzon, René Persin",pt,"BR,FR",1h 21m,https://www.imdb.com/title/tt0778830/
1955,Senhime,,Keigo Kimura,ja,JP,1h 35m,https://www.imdb.com/title/tt1452603/
1955,Stella,,Michael Cacoyannis,el,GR,1h 30m,https://www.imdb.com/title/tt0048657/
1955,The Country Girl,,George Seaton,en,US,1h 44m,https://www.imdb.com/title/tt0046874/
1955,The End of the Affair,,Edward Dmytryk,en,"GB,US",1h 45m,https://www.imdb.com/title/tt0048034/
1955,Un extraño en la escalera,,Tulio Demicheli,es,"MX,CU",1h 35m,https://www.imdb.com/title/tt0046964/
1956,The Protar Affair,Afacerea Protar,Haralambie Boros,ro,RO,1h 25m,https://www.imdb.com/title/tt0048930/
1956,Shadow,Cien,Jerzy Kawalerowicz,pl,PL,1h 38m,https://www.imdb.com/title/tt0049077/
1956,Dalibor,,Václav Krska,cs,CS,1h 47m,https://www.imdb.com/title/tt0172291/
1956,El último perro,,Lucas Demare,es,AR,1h 35m,https://www.imdb.com/title/tt0048836/
1956,Wild Love,Gli innamorati,Mauro Bolognini,it,"IT,FR",1h 25m,https://www.imdb.com/title/tt0048207/
1956,Hanka,,Slavko Vorkapich,sr,YU,2h 12m,https://www.imdb.com/title/tt0048146/
1956,I'll Cry Tomorrow,,Daniel Mann,en,US,1h 57m,https://www.imdb.com/title/tt0048191/
1956,I Live in Fear,Ikimono no kiroku,Akira Kurosawa,ja,JP,1h 43m,https://www.imdb.com/title/tt0048198/
1956,The Railroad Man,Il ferroviere,Pietro Germi,it,IT,1h 55m,https://www.imdb.com/title/tt0049207/
1956,The Roof,Il tetto,Vittorio De Sica,it,"IT,FR",1h 31m,https://www.imdb.com/title/tt0049839/
1956,Merry-Go-Round,Körhinta,Zoltán Fábri,hu,HU,1h 35m,https://www.imdb.com/title/tt0048275/
1956,The Hidden One,La escondida,Roberto Gavaldón,es,MX,1h 40m,https://www.imdb.com/title/tt0048045/
1956,The Silent World,Le monde du silence,"Jacques-Yves Cousteau, Louis Malle",fr,"FR,IT",1h 26m,https://www.imdb.com/title/tt0049518/
1956,The Mystery of Picasso,Le mystère Picasso,Henri-Georges Clouzot,fr,FR,1h 18m,https://www.imdb.com/title/tt0049531/
1956,The Phantom Horse,Maboroshi no uma,Kôji Shima,ja,JP,1h 30m,https://www.imdb.com/title/tt0203797/
1956,Marie Antoinette Queen of France,Marie-Antoinette reine de France,Jean Delannoy,fr,"FR,IT",2h,https://www.imdb.com/title/tt0048355/
1956,Mother,Mat,Mark Donskoy,ru,SU,1h 44m,https://www.imdb.com/title/tt0048359/
1956,Seagulls Die in the Harbour,Meeuwen sterven in de haven,"Rik Kuypers, Ivo Michiels, Roland Verhavert","nl,fr",BE,1h 34m,https://www.imdb.com/title/tt0222186/
1956,Mozart,,Karl Hartl,de,AT,1h 40m,https://www.imdb.com/title/tt0048391/
1956,Othello,,Sergei Yutkevich,ru,SU,1h 47m,https://www.imdb.com/title/tt0048455/
1956,Pather Panchali,,Satyajit Ray,bn,IN,2h 5m,https://www.imdb.com/title/tt0048473/
1956,Road to Life,,"Aleksey Maslyukov, Mechislava Mayevskaya",ru,SU,1h 51m,https://www.imdb.com/title/tt0048478/
1956,Christ in Bronze,Seido no Kirisuto,Minoru Shibuya,ja,JP,2h 6m,https://www.imdb.com/title/tt0318677/
1956,Seven Years in Tibet,,Hans Nieter,en,GB,1h 19m,https://www.imdb.com/title/tt0405304/
1956,The Leech,Shabab emraa,"Salah Abouseif, Ahmad El-Sabawi, Amin Yousseff Ghurab",ar,EG,2h 6m,https://www.imdb.com/title/tt0049746/
1956,Shevagyachya Shenga,,Shantaram Athavale,mr,IN,2h,https://www.imdb.com/title/tt0155168/
1956,Sob o Céu da Bahia,,Ernesto Remani,pt,BR,3h 20m,https://www.imdb.com/title/tt0341581/
1956,Smiles of a Summer Night,Sommarnattens leende,Ingmar Bergman,sv,SE,1h 49m,https://www.imdb.com/title/tt0048641/
1956,Talpa,,Alfredo B. Crevenna,es,MX,1h 39m,https://www.imdb.com/title/tt0242928/
1956,Afternoon of the Bulls,Tarde de toros,Ladislao Vajda,es,ES,1h 15m,https://www.imdb.com/title/tt0048697/
1956,The Harder They Fall,,Mark Robson,"en,es",US,1h 49m,https://www.imdb.com/title/tt0049291/
1956,The Man in the Gray Flannel Suit,,Nunnally Johnson,"en,it,de",US,2h 33m,https://www.imdb.com/title/tt0049474/
1956,The Man Who Knew Too Much,,Alfred Hitchcock,"en,ar,fr",US,2h,https://www.imdb.com/title/tt0049470/
1956,The Man Who Never Was,,Ronald Neame,"en,de,es","GB,US",1h 43m,https://www.imdb.com/title/tt0049471/
1956,A Girl in Black,To koritsi me ta mavra,Michael Cacoyannis,el,GR,1h 40m,https://www.imdb.com/title/tt0049419/
1956,Item One,Tochka parva,Boyan Danovski,bg,BG,1h 17m,https://www.imdb.com/title/tt0278098/
1956,The Unwilling Doctor,Toubib el affia,Henry Jacques,ar,"MA,FR,EG,LB",1h 35m,https://www.imdb.com/title/tt0255663/
1956,Walk Into Paradise,,"Lee Robinson, Marcello Pagliero",en,"FR,AU",1h 33m,https://www.imdb.com/title/tt0049931/
1956,Yield to the Night,,J. Lee Thompson,en,GB,1h 39m,https://www.imdb.com/title/tt0049019/
1957,Duped Till Doomsday,Betrogen bis zum jüngsten Tag,Kurt Jung-Alsen,de,DD,1h 14m,https://www.imdb.com/title/tt0050187/
1957,He Who Must Die,Celui qui doit mourir,Jules Dassin,fr,"FR,IT",2h 2m,https://www.imdb.com/title/tt0050237/
1957,The Seventh Seal,Det sjunde inseglet,Ingmar Bergman,sv,SE,1h 36m,https://www.imdb.com/title/tt0050976/
1957,Valley of Peace,Dolina miru,France Stiglic,"sl,de,en",YU,1h 22m,https://www.imdb.com/title/tt0049150/
1957,Don Quixote,Don Kikhot,Grigoriy Kozintsev,ru,SU,1h 50m,https://www.imdb.com/title/tt0050326/
1957,The Harvest Month,Elokuu,Matti Kassila,fi,FI,1h 34m,https://www.imdb.com/title/tt0125730/
1957,Faustina,,José Luis Sáenz de Heredia,es,ES,1h 41m,https://www.imdb.com/title/tt0050382/
1957,Friendly Persuasion,,William Wyler,en,US,2h 17m,https://www.imdb.com/title/tt0049233/
1957,Funny Face,,Stanley Donen,"en,fr",US,1h 43m,https://www.imdb.com/title/tt0050419/
1957,Gotoma the Buddha,,Rajbans Khanna,hi,IN,1h 3m,https://www.imdb.com/title/tt0317595/
1957,Guendalina,,Alberto Lattuada,it,"IT,FR",1h 40m,https://www.imdb.com/title/tt0049282/
1957,High Tide at Noon,,Philip Leacock,en,GB,1h 49m,https://www.imdb.com/title/tt0050507/
1957,Whither?,Ila Ayn,Georges Nasser,ar,LB,1h 30m,https://www.imdb.com/title/tt0251742/
1957,Kanal,Kanał,Andrzej Wajda,"pl,de",PL,1h 31m,https://www.imdb.com/title/tt0050585/
1957,Rice,Kome,Tadashi Imai,ja,JP,1h 58m,https://www.imdb.com/title/tt0186276/
1957,Two Confessions,Két vallomás,Márton Keleti,hu,HU,1h 33m,https://www.imdb.com/title/tt0050615/
1957,The House of the Angel,La casa del ángel,Leopoldo Torre Nilsson,es,AR,1h 16m,https://www.imdb.com/title/tt0050231/
1957,The Mill of Good Luck,La 'Moara cu noroc',Victor Iliu,ro,RO,1h 50m,https://www.imdb.com/title/tt0048382/
1957,Nights of Cabiria,Le notti di Cabiria,Federico Fellini,it,"IT,FR",1h 50m,https://www.imdb.com/title/tt0050783/
1957,Qivitoq,Qivitoq - Fjeldgængeren,Erik Balling,"da,kl",DK,1h 59m,https://www.imdb.com/title/tt0048523/
1957,Rekava,,Lester James Peries,si,LK,1h 29m,https://www.imdb.com/title/tt0337088/
1957,Rose Bernd,,Wolfgang Staudte,de,DE,1h 38m,https://www.imdb.com/title/tt0049689/
1957,Lapland Calendar,Same Jakki,"Per Høst, Anders Pentha","en,no",NO,1h 24m,https://www.imdb.com/title/tt0274782/
1957,Shiroi sanmyaku,,Sadao Imamura,ja,JP,1h 11m,https://www.imdb.com/title/tt0261299/
1957,Sissi: The Young Empress,Sissi - Die junge Kaiserin,Ernst Marischka,"de,hu",AT,1h 47m,https://www.imdb.com/title/tt0049762/
1957,The Forty-First,Sorok pervyy,Grigoriy Chukhray,ru,SU,1h 28m,https://www.imdb.com/title/tt0049783/
1957,The Bachelor Party,,Delbert Mann,en,US,1h 32m,https://www.imdb.com/title/tt0050156/
1957,A Man Escaped,Un condamné à mort s'est échappé ou Le vent souffle où il veut,Robert Bresson,"fr,de",FR,1h 41m,https://www.imdb.com/title/tt0049902/
1957,Yangtse Incident: The Story of H.M.S. Amethyst,,Michael Anderson,en,GB,1h 53m,https://www.imdb.com/title/tt0051209/
1957,Earth,Zemya,Zahari Zhandov,bg,BG,1h 42m,https://www.imdb.com/title/tt0279526/
1957,Lost Children,Ztracenci,Milos Makovec,cs,CS,1h 25m,https://www.imdb.com/title/tt0431492/
1958,The Thistles of the Baragan,Ciulinii Baraganului,Louis Daquin,ro,"RO,FR",1h 56m,https://www.imdb.com/title/tt0154341/
1958,The Spessart Inn,Das Wirtshaus im Spessart,Kurt Hoffmann,de,DE,1h 39m,https://www.imdb.com/title/tt0051200/
1958,Desire Under the Elms,,Delbert Mann,en,US,1h 51m,https://www.imdb.com/title/tt0051534/
1958,The Flute and the Arrow,En djungelsaga,Arne Sucksdorff,sv,SE,1h 15m,https://www.imdb.com/title/tt0050321/
1958,Young Husbands,Giovani mariti,Mauro Bolognini,it,"IT,FR",1h 38m,https://www.imdb.com/title/tt0050435/
1958,Goha,,Jacques Baratier,ar,"FR,TN",1h 23m,https://www.imdb.com/title/tt0052854/
1958,Girl and the River,L'eau vive,François Villiers,fr,FR,1h 36m,https://www.imdb.com/title/tt0050346/
1958,A Man of Straw,L'uomo di paglia,Pietro Germi,it,IT,1h 48m,https://www.imdb.com/title/tt0051142/
1958,La caleta olvidada,,Bruno Gebel,es,CL,2h 38m,https://www.imdb.com/title/tt0242341/
1958,Vengeance,La venganza,Juan Antonio Bardem,es,"ES,IT",2h 2m,https://www.imdb.com/title/tt0051155/
1958,The Cranes Are Flying,Letyat zhuravli,Mikhail Kalatozov,ru,SU,1h 35m,https://www.imdb.com/title/tt0050634/
1958,Mon oncle,,Jacques Tati,fr,"FR,IT",1h 56m,https://www.imdb.com/title/tt0050706/
1958,Nine Lives,Ni liv,Arne Skouen,"de,no",NO,1h 36m,https://www.imdb.com/title/tt0050762/
1958,Brink of Life,Nära livet,Ingmar Bergman,sv,SE,1h 24m,https://www.imdb.com/title/tt0052017/
1958,Orders to Kill,,Anthony Asquith,"en,fr,de",GB,1h 52m,https://www.imdb.com/title/tt0052033/
1958,Parash Pathar,,Satyajit Ray,bn,IN,1h 51m,https://www.imdb.com/title/tt0052046/
1958,Pardesi,,"Khwaja Ahmad Abbas, Vasili Pronin","hi,ru","IN,SU",2h 32m,https://www.imdb.com/title/tt0050820/
1958,Rosaura at 10 O'Clock,Rosaura a las 10,Mario Soffici,es,AR,1h 40m,https://www.imdb.com/title/tt0121703/
1958,Sissi: The Fateful Years of an Empress,Sissi - Schicksalsjahre einer Kaiserin,Ernst Marischka,"de,el,hu,it,pt",AT,1h 49m,https://www.imdb.com/title/tt0050974/
1958,The Brothers Karamazov,,Richard Brooks,"en,pl,ru",US,2h 25m,https://www.imdb.com/title/tt0051435/
1958,"The Long, Hot Summer",,Martin Ritt,en,US,1h 55m,https://www.imdb.com/title/tt0051878/
1958,A Matter of Dignity,To teleftaio psemma,Michael Cacoyannis,el,GR,1h 52m,https://www.imdb.com/title/tt0051065/
1958,Iron Flower,Vasvirág,János Herskó,hu,HU,1h 41m,https://www.imdb.com/title/tt0052349/
1958,Visages de bronze,,Bernard Taisant,fr,CH,30m,https://www.imdb.com/title/tt0170770/
1958,Snow Country,Yukiguni,Shirô Toyoda,ja,JP,2h 13m,https://www.imdb.com/title/tt0051217/
1958,Suburban Romance,Zizkovská romance,Zbynek Brynych,cs,CS,1h 40m,https://www.imdb.com/title/tt0124221/
1959,Araya,,Margot Benacerraf,es,"VE,FR",1h 30m,https://www.imdb.com/title/tt0051372/
1959,Compulsion,,Richard Fleischer,en,US,1h 43m,https://www.imdb.com/title/tt0052700/
1959,Eva,Die Halbzarte,Rolf Thiele,de,AT,1h 32m,https://www.imdb.com/title/tt0051695/
1959,Fanfare,,Bert Haanstra,nl,NL,1h 26m,https://www.imdb.com/title/tt0051600/
1959,Miss April,Fröken April,Göran Gentele,sv,SE,1h 38m,https://www.imdb.com/title/tt0051641/
1959,Arms and the Man,Helden,Franz Peter Wirth,de,DE,1h 40m,https://www.imdb.com/title/tt0051712/
1959,Hiroshima mon amour,,Alain Resnais,"fr,ja,en","FR,JP",1h 30m,https://www.imdb.com/title/tt0052893/
1959,Court Martial,Kriegsgericht,Kurt Meisel,de,DE,1h 24m,https://www.imdb.com/title/tt0052979/
1959,The Soldiers of Pancho Villa,La cucaracha,Ismael Rodríguez,es,MX,1h 37m,https://www.imdb.com/title/tt0051504/
1959,Lajwanti,,Narendra Suri,hi,IN,2h,https://www.imdb.com/title/tt0051842/
1959,The 400 Blows,Les quatre cents coups,François Truffaut,"fr,en",FR,1h 39m,https://www.imdb.com/title/tt0053198/
1959,Honeymoon,Luna de miel,Michael Powell,"en,es","GB,ES",1h 49m,https://www.imdb.com/title/tt0053023/
1959,Bloody Twilight,Matomeno iliovasilemma,Andreas Labrinos,el,GR,1h 28m,https://www.imdb.com/title/tt0256920/
1959,Middle of the Night,,Delbert Mann,en,US,1h 58m,https://www.imdb.com/title/tt0053065/
1959,Nazarín,,Luis Buñuel,es,MX,1h 34m,https://www.imdb.com/title/tt0051983/
1959,Black Orpheus,Orfeu Negro,Marcel Camus,pt,"BR,FR,IT",1h 40m,https://www.imdb.com/title/tt0053146/
1959,A Home for Tanya,Otchiy dom,Lev Kulidzhanov,ru,SU,1h 40m,https://www.imdb.com/title/tt0053151/
1959,Policarpo,Policarpo 'ufficiale di scrittura',Mario Soldati,it,"IT,FR,ES",1h 44m,https://www.imdb.com/title/tt0052078/
1959,Portuguese Rhapsody,Rapsódia Portuguesa,João Mendes,pt,PT,1h 26m,https://www.imdb.com/title/tt0052118/
1959,Room at the Top,,Jack Clayton,"en,fr",GB,1h 57m,https://www.imdb.com/title/tt0053226/
1959,A Midsummer Night's Dream,Sen noci svatojánské,Jirí Trnka,cs,CS,1h 16m,https://www.imdb.com/title/tt0053261/
1959,The Snowy Heron,Shirasagi,Teinosuke Kinugasa,ja,JP,1h 37m,https://www.imdb.com/title/tt0052192/
1959,Stars,Sterne,Konrad Wolf,"bg,de,el","DD,BG",1h 31m,https://www.imdb.com/title/tt0053306/
1959,The Sinner,Tang fu yu sheng nu,Shen Tien,zh,TW,1h 30m,https://www.imdb.com/title/tt11347488/
1959,The Diary of Anne Frank,,George Stevens,"en,de",US,3h,https://www.imdb.com/title/tt0052738/
1959,Desire,Touha,Vojtech Jasný,cs,CS,1h 35m,https://www.imdb.com/title/tt0051533/
1959,Train Without a Timetable,Vlak bez voznog reda,Veljko Bulajic,sr,YU,2h 1m,https://www.imdb.com/title/tt0170774/
1959,Sugar Harvest,Zafra,Lucas Demare,es,AR,1h 17m,https://www.imdb.com/title/tt0052420/
1959,Édes Anna,,Zoltán Fábri,hu,HU,1h 24m,https://www.imdb.com/title/tt0052438/
1960,L'avventura,,Michelangelo Antonioni,"it,en,el","IT,FR",2h 24m,https://www.imdb.com/title/tt0053619/
1960,Ballad of a Soldier,Ballada o soldate,Grigoriy Chukhray,ru,SU,1h 28m,https://www.imdb.com/title/tt0052600/
1960,Cidade Ameaçada,,Roberto Farias,pt,BR,1h 44m,https://www.imdb.com/title/tt0053713/
1960,The Lady with the Dog,Dama s sobachkoy,Iosif Kheifits,ru,SU,1h 23m,https://www.imdb.com/title/tt0053746/
1960,The Ninth Circle,Deveti krug,France Stiglic,hr,YU,1h 47m,https://www.imdb.com/title/tt0053764/
1960,Home from the Hill,,Vincente Minnelli,en,US,2h 30m,https://www.imdb.com/title/tt0053917/
1960,The Chasers,Jakten,Erik Løchen,no,NO,1h 34m,https://www.imdb.com/title/tt0052939/
1960,The Virgin Spring,Jungfrukällan,Ingmar Bergman,"sv,de",SE,1h 29m,https://www.imdb.com/title/tt0053976/
1960,Odd Obsession,Kagi,Kon Ichikawa,ja,JP,1h 36m,https://www.imdb.com/title/tt0052957/
1960,When the Woman Butts In,Kam čert nemůže,Zdenek Podskalský,cs,CS,1h 20m,https://www.imdb.com/title/tt0052958/
1960,America as Seen by a Frenchman,L'Amérique insolite,François Reichenbach,fr,FR,1h 30m,https://www.imdb.com/title/tt0140808/
1960,La dolce vita,,Federico Fellini,"it,en,fr,de","IT,FR",2h 54m,https://www.imdb.com/title/tt0053779/
1960,La Procesión,,Francis Lauric,es,AR,1h 36m,https://www.imdb.com/title/tt0293526/
1960,The Hole,Le trou,Jacques Becker,fr,"FR,IT",2h 11m,https://www.imdb.com/title/tt0054407/
1960,The Delinquents,Los golfos,Carlos Saura,es,ES,1h 20m,https://www.imdb.com/title/tt0056034/
1960,Macario,,Roberto Gavaldón,es,MX,1h 31m,https://www.imdb.com/title/tt0054042/
1960,Seven Days... Seven Nights,Moderato cantabile,Peter Brook,fr,"FR,IT",1h 31m,https://www.imdb.com/title/tt0054091/
1960,Never on Sunday,Pote tin Kyriaki,Jules Dassin,"en,el,ru",GR,1h 31m,https://www.imdb.com/title/tt0054198/
1960,Letter Never Sent,Neotpravlennoye pismo,Mikhail Kalatozov,ru,SU,1h 36m,https://www.imdb.com/title/tt0053106/
1960,The Savage Innocents,,Nicholas Ray,en,"IT,FR,GB",1h 50m,https://www.imdb.com/title/tt0053244/
1960,First Lesson,Parvi urok,Rangel Vulchanov,bg,"BG,SU",1h 38m,https://www.imdb.com/title/tt0176006/
1960,Paw,,Astrid Henning-Jensen,da,DK,1h 33m,https://www.imdb.com/title/tt0053158/
1960,If the Wind Frightens You,Si le vent te fait peur,Emile Degelin,fr,BE,1h 23m,https://www.imdb.com/title/tt0192741/
1960,Sons and Lovers,,Jack Cardiff,en,GB,1h 43m,https://www.imdb.com/title/tt0054326/
1960,Sujata,,Bimal Roy,hi,IN,2h 41m,https://www.imdb.com/title/tt0053319/
1960,The Enchanting Shadow,Ching nu yu hun,Han Hsiang Li,zh,HK,1h 23m,https://www.imdb.com/title/tt0059029/
1960,Telegrame,,"Aurel Miheles, Gheorghe Naghi",ro,RO,1h 16m,https://www.imdb.com/title/tt0053339/
1960,The Young One,,Luis Buñuel,en,MX,1h 36m,https://www.imdb.com/title/tt0053967/
1960,Bad Luck,Zezowate szczescie,Andrzej Munk,pl,PL,1h 32m,https://www.imdb.com/title/tt0054495/
1961,The First Mass,A Primeira Missa,Lima Barreto,pt,BR,1h 30m,https://www.imdb.com/title/tt0055326/
1961,A Raisin in the Sun,,Daniel Petrie,en,US,2h 8m,https://www.imdb.com/title/tt0055353/
1961,Goodbye Again,Aimez-vous Brahms?,Anatole Litvak,"en,fr","FR,US",2h,https://www.imdb.com/title/tt0054936/
1961,The Joy of Living,Che gioia vivere,René Clément,"it,en,fr","IT,FR",2h 12m,https://www.imdb.com/title/tt0053707/
1961,The Fourteenth Day,Dan cetrnaesti,Zdravko Velimirovic,sr,YU,1h 41m,https://www.imdb.com/title/tt0053747/
